product_id,name,category,subcategory,price_inr,supplier_name,supplier_city,supplier_state,supplier_country,verified_supplier,supplier_rating,supplier_reviews,min_order_qty,years_in_business,keywords,scraped_at,data_source
PROD-0130,Premium Control Panel,Electronics,Control Panel,3074.0,Parmar-Deshmukh,Nagpur,Maharashtra,India,False,4.0,12,479,23,premium|CE certified,2026-03-13T15:52:11.428190,synthetic
PROD-0131,Heavy Duty Sensor,Electronics,Sensor,16318.0,Narula-Gopal,Coimbatore,Tamil Nadu,India,True,3.6,23,87,19,custom size|heavy duty,2026-03-13T15:52:11.428216,synthetic
PROD-0132,Premium Control Panel,Electronics,Control Panel,18645.0,Guha and Sons,Bangalore,Karnataka,India,False,3.1,31,393,19,BIS approved|custom size,2026-03-13T15:52:11.428243,synthetic
PROD-0133,Heavy Duty PCB Board,Electronics,PCB Board,8598.0,Shan-Palan,Nagpur,Maharashtra,India,False,3.6,1,208,10,eco friendly|export quality,2026-03-13T15:52:11.428273,synthetic
PROD-0134,Export Grade PCB Board,Electronics,PCB Board,3880.0,Sachdeva PLC,Rajkot,Gujarat,India,True,4.2,5,376,12,BIS approved|heavy duty,2026-03-13T15:52:11.428317,synthetic
PROD-0135,Standard Sensor,Electronics,Sensor,8862.0,"Gupta, Zachariah and Gara",Ludhiana,Punjab,India,True,3.5,11,149,13,custom size|BIS approved,2026-03-13T15:52:11.428362,synthetic
PROD-0136,Standard LED Light,Electronics,LED Light,12595.0,Dada LLC,Ahmedabad,Gujarat,India,True,4.0,20,12,3,BIS approved|high grade,2026-03-13T15:52:11.428400,synthetic
PROD-0137,Premium LED Light,Electronics,LED Light,4733.0,Bawa Ltd,Lucknow,Uttar Pradesh,India,True,4.2,173,147,18,ISO certified|export quality,2026-03-13T15:52:11.428444,synthetic
PROD-0138,Export Grade LED Light,Electronics,LED Light,15331.0,"Golla, Kakar and Sarkar",Jaipur,Rajasthan,India,True,4.1,13,198,17,eco friendly|high grade,2026-03-13T15:52:11.428488,synthetic
PROD-0139,Premium Control Panel,Electronics,Control Panel,11470.0,"Oommen, Date and Wadhwa",Surat,Gujarat,India,True,4.6,38,261,13,high grade|ISO certified,2026-03-13T15:52:11.428518,synthetic
PROD-0140,Export Grade PCB Board,Electronics,PCB Board,4104.0,Korpal and Sons,Mumbai,Maharashtra,India,True,3.3,73,202,20,food grade|organic,2026-03-13T15:52:11.428543,synthetic
PROD-0141,Export Grade Sensor,Electronics,Sensor,8839.0,Guha Group,Kolkata,West Bengal,India,False,3.6,56,345,4,BIS approved|custom size,2026-03-13T15:52:11.428568,synthetic
PROD-0142,Standard PCB Board,Electronics,PCB Board,10379.0,Rajan-Kumer,Surat,Gujarat,India,False,4.2,3,318,25,BIS approved|heavy duty,2026-03-13T15:52:11.428593,synthetic
PROD-0143,Standard LED Light,Electronics,LED Light,6407.0,"Sarin, Yadav and Raman",Indore,Madhya Pradesh,India,True,4.5,33,71,17,premium|high grade,2026-03-13T15:52:11.428623,synthetic
PROD-0144,Standard Power Supply,Electronics,Power Supply,9113.0,Hora Ltd,Pune,Maharashtra,India,True,4.1,26,445,24,GMP certified|RoHS compliant,2026-03-13T15:52:11.428647,synthetic
PROD-0145,Standard Sensor,Electronics,Sensor,10441.0,Goel Ltd,Ludhiana,Punjab,India,True,3.6,133,354,23,eco friendly|CE certified,2026-03-13T15:52:11.428673,synthetic
PROD-0146,Heavy Duty Sensor,Electronics,Sensor,30749.0,Bassi Inc,Lucknow,Uttar Pradesh,India,True,4.1,47,203,12,RoHS compliant|heavy duty,2026-03-13T15:52:11.428698,synthetic
PROD-0147,Heavy Duty PCB Board,Electronics,PCB Board,3124.0,Nagarajan and Sons,Surat,Gujarat,India,False,4.3,38,424,18,organic|high grade,2026-03-13T15:52:11.428722,synthetic
PROD-0148,Standard Sensor,Electronics,Sensor,2371.0,Bir Group,Rajkot,Gujarat,India,True,4.3,23,27,4,BIS approved|CE certified,2026-03-13T15:52:11.428745,synthetic
PROD-0149,Export Grade Power Supply,Electronics,Power Supply,23375.0,Dara PLC,Rajkot,Gujarat,India,True,3.4,82,331,2,RoHS compliant|export quality,2026-03-13T15:52:11.428770,synthetic
PROD-0150,Premium Control Panel,Electronics,Control Panel,2122.0,Nadkarni-Issac,Nagpur,Maharashtra,India,False,3.4,52,471,2,BIS approved|eco friendly,2026-03-13T15:52:11.428795,synthetic
PROD-0151,Heavy Duty Sensor,Electronics,Sensor,9614.0,Handa Inc,Bangalore,Karnataka,India,True,5.0,23,481,5,high grade|eco friendly,2026-03-13T15:52:11.428825,synthetic
PROD-0152,Export Grade LED Light,Electronics,LED Light,16313.0,"Lanka, Manda and Garg",Surat,Gujarat,India,False,4.4,4,152,19,GMP certified|premium,2026-03-13T15:52:11.428883,synthetic
PROD-0153,Premium Control Panel,Electronics,Control Panel,21858.0,"Bal, Pau and Ahuja",Bangalore,Karnataka,India,True,3.2,133,480,8,ISO certified|organic,2026-03-13T15:52:11.428923,synthetic
PROD-0154,Heavy Duty LED Light,Electronics,LED Light,7838.0,Hayre Inc,Jaipur,Rajasthan,India,True,4.4,30,61,15,organic|heavy duty,2026-03-13T15:52:11.428950,synthetic
PROD-0155,Heavy Duty Control Panel,Electronics,Control Panel,28631.0,"Choudhary, Sibal and Chander",Jaipur,Rajasthan,India,True,3.4,122,233,24,custom size|CE certified,2026-03-13T15:52:11.428980,synthetic
PROD-0156,Premium Control Panel,Electronics,Control Panel,26656.0,Butala LLC,Jaipur,Rajasthan,India,True,4.1,0,58,2,high grade|RoHS compliant,2026-03-13T15:52:11.429005,synthetic
PROD-0157,Export Grade Control Panel,Electronics,Control Panel,9198.0,Kannan Group,Ahmedabad,Gujarat,India,True,3.4,24,262,15,RoHS compliant|ISO certified,2026-03-13T15:52:11.429029,synthetic
PROD-0158,Premium LED Light,Electronics,LED Light,8955.0,"Keer, Viswanathan and Narula",Lucknow,Uttar Pradesh,India,True,4.3,10,217,12,food grade|export quality,2026-03-13T15:52:11.429085,synthetic
PROD-0159,Export Grade PCB Board,Electronics,PCB Board,5040.0,"Varty, Chaudhuri and Dugar",Coimbatore,Tamil Nadu,India,True,4.8,5,194,13,export quality|GMP certified,2026-03-13T15:52:11.429128,synthetic
PROD-0160,Standard Control Panel,Electronics,Control Panel,7320.0,Pal-Bath,Nagpur,Maharashtra,India,False,4.5,125,369,18,BIS approved|high grade,2026-03-13T15:52:11.429155,synthetic
PROD-0161,Heavy Duty Polyester Yarn,Textiles,Polyester Yarn,1020.0,"Mohan, Ravel and Dhaliwal",Jaipur,Rajasthan,India,True,4.8,47,480,1,premium|RoHS compliant,2026-03-13T15:52:11.429188,synthetic
PROD-0162,Premium Cotton Fabric,Textiles,Cotton Fabric,2186.0,"Suri, Choudhury and Majumdar",Delhi,Delhi,India,True,3.1,15,387,25,ISO certified|heavy duty,2026-03-13T15:52:11.429216,synthetic
PROD-0163,Heavy Duty Denim,Textiles,Denim,2218.0,Sidhu-Bath,Coimbatore,Tamil Nadu,India,True,4.8,15,286,19,food grade|heavy duty,2026-03-13T15:52:11.429242,synthetic
PROD-0164,Heavy Duty Silk,Textiles,Silk,1877.0,Zachariah LLC,Nagpur,Maharashtra,India,False,4.3,47,214,14,heavy duty|organic,2026-03-13T15:52:11.429267,synthetic
PROD-0165,Standard Polyester Yarn,Textiles,Polyester Yarn,3362.0,"Anand, Mani and Bail",Jaipur,Rajasthan,India,True,4.4,1082,286,17,heavy duty|BIS approved,2026-03-13T15:52:11.429296,synthetic
PROD-0166,Export Grade Denim,Textiles,Denim,547.0,Golla-Sankaran,Ahmedabad,Gujarat,India,False,3.2,35,138,13,GMP certified|custom size,2026-03-13T15:52:11.429335,synthetic
PROD-0167,Standard Cotton Fabric,Textiles,Cotton Fabric,3257.0,Handa-Choudhry,Kolkata,West Bengal,India,True,4.7,5,105,13,premium|high grade,2026-03-13T15:52:11.429380,synthetic
PROD-0168,Heavy Duty Denim,Textiles,Denim,1219.0,Dhar Ltd,Pune,Maharashtra,India,True,3.7,87,412,24,eco friendly|CE certified,2026-03-13T15:52:11.429422,synthetic
PROD-0169,Standard Polyester Yarn,Textiles,Polyester Yarn,1280.0,Sarma Group,Nashik,Maharashtra,India,False,3.0,26,369,14,organic|heavy duty,2026-03-13T15:52:11.429449,synthetic
PROD-0170,Standard Denim,Textiles,Denim,732.0,"Sabharwal, Chauhan and Thaker",Ahmedabad,Gujarat,India,True,4.3,33,421,16,food grade|GMP certified,2026-03-13T15:52:11.429478,synthetic
PROD-0171,Heavy Duty Silk,Textiles,Silk,1416.0,Mall-Dhar,Rajkot,Gujarat,India,True,4.4,15,278,21,ISO certified|high grade,2026-03-13T15:52:11.429502,synthetic
PROD-0172,Standard Cotton Fabric,Textiles,Cotton Fabric,3211.0,"Viswanathan, Lata and Kibe",Mumbai,Maharashtra,India,True,3.3,6,31,20,GMP certified|RoHS compliant,2026-03-13T15:52:11.429533,synthetic
PROD-0173,Heavy Duty Knitted Fabric,Textiles,Knitted Fabric,1530.0,"Das, Ben and More",Nashik,Maharashtra,India,True,3.6,20,221,6,export quality|RoHS compliant,2026-03-13T15:52:11.429561,synthetic
PROD-0174,Heavy Duty Polyester Yarn,Textiles,Polyester Yarn,680.0,Batta and Sons,Coimbatore,Tamil Nadu,India,False,3.5,14,208,15,custom size|premium,2026-03-13T15:52:11.429587,synthetic
PROD-0175,Premium Polyester Yarn,Textiles,Polyester Yarn,351.0,Ganguly-Wable,Rajkot,Gujarat,India,False,4.7,36,195,13,high grade|eco friendly,2026-03-13T15:52:11.429614,synthetic
PROD-0176,Export Grade Cotton Fabric,Textiles,Cotton Fabric,2346.0,"Narula, Batra and Raju",Mumbai,Maharashtra,India,False,3.7,50,139,2,export quality|GMP certified,2026-03-13T15:52:11.429642,synthetic
PROD-0177,Premium Denim,Textiles,Denim,6079.0,"Dada, Chakraborty and Rout",Nashik,Maharashtra,India,True,4.7,7,291,13,GMP certified|high grade,2026-03-13T15:52:11.429673,synthetic
PROD-0178,Premium Silk,Textiles,Silk,2604.0,"Minhas, Lala and Dugar",Pune,Maharashtra,India,True,4.9,3,430,3,CE certified|custom size,2026-03-13T15:52:11.429701,synthetic
PROD-0179,Heavy Duty Knitted Fabric,Textiles,Knitted Fabric,4875.0,Narang PLC,Ludhiana,Punjab,India,True,3.5,12,339,13,export quality|custom size,2026-03-13T15:52:11.429725,synthetic
PROD-0180,Standard Polyester Yarn,Textiles,Polyester Yarn,2382.0,Hayer PLC,Surat,Gujarat,India,True,4.6,6,185,4,export quality|ISO certified,2026-03-13T15:52:11.429749,synthetic
PROD-0181,Standard Silk,Textiles,Silk,1331.0,"Hari, Garg and Rege",Surat,Gujarat,India,True,3.9,25,53,1,export quality|CE certified,2026-03-13T15:52:11.429793,synthetic
PROD-0182,Export Grade Cotton Fabric,Textiles,Cotton Fabric,3210.0,Sinha and Sons,Coimbatore,Tamil Nadu,India,True,3.8,162,287,8,custom size|high grade,2026-03-13T15:52:11.429832,synthetic
PROD-0183,Heavy Duty Silk,Textiles,Silk,931.0,Varughese-Sachar,Bangalore,Karnataka,India,True,3.1,15,248,3,CE certified|organic,2026-03-13T15:52:11.429882,synthetic
PROD-0184,Premium Silk,Textiles,Silk,2033.0,Dhar LLC,Ahmedabad,Gujarat,India,True,3.0,5,195,11,eco friendly|CE certified,2026-03-13T15:52:11.429925,synthetic
PROD-0185,Standard Knitted Fabric,Textiles,Knitted Fabric,830.0,"Sathe, Shan and Brahmbhatt",Jaipur,Rajasthan,India,True,3.4,14,377,23,GMP certified|eco friendly,2026-03-13T15:52:11.429960,synthetic
PROD-0186,Export Grade Polyester Yarn,Textiles,Polyester Yarn,1243.0,"Rama, Murthy and Tella",Kolkata,West Bengal,India,True,4.9,1,14,24,eco friendly|food grade,2026-03-13T15:52:11.429989,synthetic
PROD-0187,Standard Silk,Textiles,Silk,5975.0,"Rout, Chopra and Raj",Ahmedabad,Gujarat,India,False,3.5,63,405,13,export quality|eco friendly,2026-03-13T15:52:11.430020,synthetic
PROD-0188,Export Grade Silk,Textiles,Silk,2207.0,Oak Ltd,Kolkata,West Bengal,India,True,4.6,1,275,20,GMP certified|export quality,2026-03-13T15:52:11.430068,synthetic
PROD-0189,Premium Polyester Yarn,Textiles,Polyester Yarn,2422.0,Mutti LLC,Delhi,Delhi,India,True,4.3,3,55,1,export quality|organic,2026-03-13T15:52:11.430115,synthetic
PROD-0190,Standard Knitted Fabric,Textiles,Knitted Fabric,3728.0,Wadhwa-Kapur,Ahmedabad,Gujarat,India,True,3.8,78,257,5,CE certified|ISO certified,2026-03-13T15:52:11.430143,synthetic
PROD-0191,Heavy Duty Cotton Fabric,Textiles,Cotton Fabric,2812.0,Srivastava Inc,Lucknow,Uttar Pradesh,India,True,3.4,18,225,24,food grade|eco friendly,2026-03-13T15:52:11.430169,synthetic
PROD-0192,Premium Cotton Fabric,Textiles,Cotton Fabric,409.0,Mistry Inc,Pune,Maharashtra,India,True,3.7,21,170,18,BIS approved|eco friendly,2026-03-13T15:52:11.430194,synthetic
PROD-0193,Export Grade Silk,Textiles,Silk,2156.0,Mannan-Loyal,Ahmedabad,Gujarat,India,True,4.5,84,220,13,ISO certified|food grade,2026-03-13T15:52:11.430217,synthetic
PROD-0194,Premium Polyester Yarn,Textiles,Polyester Yarn,620.0,Pillai-Cheema,Ahmedabad,Gujarat,India,True,4.6,22,101,15,export quality|organic,2026-03-13T15:52:11.430241,synthetic
PROD-0195,Export Grade Silk,Textiles,Silk,1925.0,Nath-Keer,Nagpur,Maharashtra,India,True,4.2,2,317,6,GMP certified|food grade,2026-03-13T15:52:11.430269,synthetic
PROD-0196,Standard Denim,Textiles,Denim,7038.0,Munshi PLC,Ludhiana,Punjab,India,True,3.5,5,73,17,BIS approved|RoHS compliant,2026-03-13T15:52:11.430293,synthetic
PROD-0197,Export Grade Polyester Yarn,Textiles,Polyester Yarn,2069.0,Dutt Group,Kolkata,West Bengal,India,False,4.4,25,72,6,CE certified|eco friendly,2026-03-13T15:52:11.430331,synthetic
PROD-0198,Export Grade Cotton Fabric,Textiles,Cotton Fabric,1687.0,Rajagopal Ltd,Kolkata,West Bengal,India,False,4.0,19,213,23,eco friendly|RoHS compliant,2026-03-13T15:52:11.430373,synthetic
PROD-0199,Standard Cotton Fabric,Textiles,Cotton Fabric,2689.0,"Chaudhuri, Hayer and Lall",Bangalore,Karnataka,India,True,3.5,22,235,19,food grade|eco friendly,2026-03-13T15:52:11.430408,synthetic
PROD-0200,Premium Knitted Fabric,Textiles,Knitted Fabric,618.0,Ram Ltd,Coimbatore,Tamil Nadu,India,False,3.9,7,377,21,RoHS compliant|premium,2026-03-13T15:52:11.430433,synthetic
PROD-0201,Premium Cotton Fabric,Textiles,Cotton Fabric,1558.0,Rout-Jaggi,Surat,Gujarat,India,True,5.0,42,416,24,custom size|food grade,2026-03-13T15:52:11.430457,synthetic
PROD-0202,Standard Knitted Fabric,Textiles,Knitted Fabric,2155.0,Khalsa Group,Pune,Maharashtra,India,False,4.6,86,273,9,custom size|high grade,2026-03-13T15:52:11.430482,synthetic
PROD-0203,Heavy Duty Denim,Textiles,Denim,4387.0,Shankar-Chaudhuri,Bangalore,Karnataka,India,False,4.0,16,142,21,heavy duty|food grade,2026-03-13T15:52:11.430507,synthetic
PROD-0204,Standard Polyester Yarn,Textiles,Polyester Yarn,527.0,Raman PLC,Indore,Madhya Pradesh,India,False,4.4,19,138,21,BIS approved|RoHS compliant,2026-03-13T15:52:11.430533,synthetic
PROD-0205,Premium Cotton Fabric,Textiles,Cotton Fabric,7998.0,Butala PLC,Lucknow,Uttar Pradesh,India,True,4.5,526,233,16,CE certified|custom size,2026-03-13T15:52:11.430556,synthetic
PROD-0206,Heavy Duty Cotton Fabric,Textiles,Cotton Fabric,3110.0,Dhingra Group,Mumbai,Maharashtra,India,False,4.6,75,166,10,CE certified|high grade,2026-03-13T15:52:11.430581,synthetic
PROD-0207,Heavy Duty Polyester Yarn,Textiles,Polyester Yarn,2066.0,Raju Inc,Kolkata,West Bengal,India,False,4.5,0,449,9,export quality|GMP certified,2026-03-13T15:52:11.430608,synthetic
PROD-0208,Heavy Duty Denim,Textiles,Denim,2149.0,Rout and Sons,Pune,Maharashtra,India,False,4.5,17,49,1,premium|eco friendly,2026-03-13T15:52:11.430633,synthetic
PROD-0209,Export Grade Polyester Yarn,Textiles,Polyester Yarn,2263.0,Badami Group,Delhi,Delhi,India,True,4.4,16,37,8,BIS approved|export quality,2026-03-13T15:52:11.430657,synthetic
PROD-0210,Heavy Duty Cotton Fabric,Textiles,Cotton Fabric,732.0,"Dugar, Maharaj and Bhat",Rajkot,Gujarat,India,True,4.5,36,347,5,export quality|high grade,2026-03-13T15:52:11.430687,synthetic
PROD-0211,Heavy Duty Cotton Fabric,Textiles,Cotton Fabric,2076.0,Shan-Natt,Kolkata,West Bengal,India,False,4.3,5,352,15,premium|export quality,2026-03-13T15:52:11.430713,synthetic
PROD-0212,Export Grade Cotton Fabric,Textiles,Cotton Fabric,986.0,"Sibal, Kurian and Handa",Nashik,Maharashtra,India,True,3.9,44,331,3,premium|high grade,2026-03-13T15:52:11.430741,synthetic
PROD-0213,Premium Knitted Fabric,Textiles,Knitted Fabric,2648.0,Om Inc,Kolkata,West Bengal,India,False,4.3,8,261,7,food grade|BIS approved,2026-03-13T15:52:11.430776,synthetic
PROD-0214,Standard Cotton Fabric,Textiles,Cotton Fabric,11450.0,Saha PLC,Surat,Gujarat,India,True,3.2,20,271,1,CE certified|RoHS compliant,2026-03-13T15:52:11.430817,synthetic
PROD-0215,Heavy Duty Silk,Textiles,Silk,5455.0,Mand-Comar,Bangalore,Karnataka,India,True,3.3,0,38,1,custom size|export quality,2026-03-13T15:52:11.430866,synthetic
PROD-0216,Heavy Duty Denim,Textiles,Denim,4817.0,"Jhaveri, Tak and Nagar",Mumbai,Maharashtra,India,False,4.0,11,43,21,high grade|RoHS compliant,2026-03-13T15:52:11.430905,synthetic
PROD-0217,Standard Polyester Yarn,Textiles,Polyester Yarn,1113.0,"Mani, Sarma and Sehgal",Kolkata,West Bengal,India,False,3.3,8,391,21,GMP certified|RoHS compliant,2026-03-13T15:52:11.430935,synthetic
PROD-0218,Standard Denim,Textiles,Denim,4754.0,Bandi-Bhagat,Delhi,Delhi,India,True,3.2,15,312,2,organic|GMP certified,2026-03-13T15:52:11.430961,synthetic
PROD-0219,Heavy Duty Polyester Yarn,Textiles,Polyester Yarn,2411.0,"Prabhu, Chaudhuri and Bhat",Rajkot,Gujarat,India,True,4.6,34,65,24,RoHS compliant|organic,2026-03-13T15:52:11.430989,synthetic
PROD-0220,Premium Cotton Fabric,Textiles,Cotton Fabric,3090.0,Suresh Ltd,Rajkot,Gujarat,India,True,5.0,33,262,12,ISO certified|eco friendly,2026-03-13T15:52:11.431015,synthetic
PROD-0221,Premium Knitted Fabric,Textiles,Knitted Fabric,1007.0,"Dey, Vaidya and Mital",Indore,Madhya Pradesh,India,False,4.3,0,92,2,high grade|food grade,2026-03-13T15:52:11.431059,synthetic
PROD-0222,Heavy Duty Silk,Textiles,Silk,1047.0,Keer-Thakur,Rajkot,Gujarat,India,True,3.2,11,462,2,heavy duty|premium,2026-03-13T15:52:11.431098,synthetic
PROD-0223,Heavy Duty Knitted Fabric,Textiles,Knitted Fabric,573.0,"Ghose, Sunder and Cheema",Ludhiana,Punjab,India,False,3.6,4,189,7,organic|custom size,2026-03-13T15:52:11.431129,synthetic
PROD-0224,Heavy Duty Denim,Textiles,Denim,2674.0,"Sama, Subramaniam and Yogi",Ludhiana,Punjab,India,True,4.0,40,462,18,RoHS compliant|premium,2026-03-13T15:52:11.431159,synthetic
PROD-0225,Premium Cotton Fabric,Textiles,Cotton Fabric,2026.0,Kaur-Issac,Bangalore,Karnataka,India,False,3.0,171,373,10,export quality|premium,2026-03-13T15:52:11.431183,synthetic
PROD-0226,Standard Polyester Yarn,Textiles,Polyester Yarn,200.0,"Andra, Ratti and Jaggi",Coimbatore,Tamil Nadu,India,False,3.2,23,191,15,food grade|export quality,2026-03-13T15:52:11.431213,synthetic
PROD-0227,Export Grade Cotton Fabric,Textiles,Cotton Fabric,1768.0,Chokshi and Sons,Kolkata,West Bengal,India,True,4.1,0,122,10,organic|CE certified,2026-03-13T15:52:11.431243,synthetic
PROD-0228,Heavy Duty Silk,Textiles,Silk,4905.0,Seshadri and Sons,Nashik,Maharashtra,India,True,3.5,37,55,6,eco friendly|RoHS compliant,2026-03-13T15:52:11.431287,synthetic
PROD-0229,Standard Silk,Textiles,Silk,770.0,Kapur-Sanghvi,Pune,Maharashtra,India,True,3.9,49,361,23,custom size|ISO certified,2026-03-13T15:52:11.431313,synthetic
PROD-0230,Heavy Duty Denim,Textiles,Denim,326.0,Bail-Mohan,Ahmedabad,Gujarat,India,True,3.1,2,90,1,BIS approved|eco friendly,2026-03-13T15:52:11.431347,synthetic
PROD-0231,Standard Knitted Fabric,Textiles,Knitted Fabric,915.0,Borra-Sethi,Coimbatore,Tamil Nadu,India,True,3.1,42,102,13,CE certified|GMP certified,2026-03-13T15:52:11.431384,synthetic
PROD-0232,Premium Cotton Fabric,Textiles,Cotton Fabric,2017.0,Ramaswamy Inc,Nagpur,Maharashtra,India,True,3.1,89,66,3,RoHS compliant|CE certified,2026-03-13T15:52:11.431421,synthetic
PROD-0233,Export Grade Cotton Fabric,Textiles,Cotton Fabric,4837.0,Mangal-Mani,Delhi,Delhi,India,True,3.8,15,466,6,organic|RoHS compliant,2026-03-13T15:52:11.431458,synthetic
PROD-0234,Export Grade Polyester Yarn,Textiles,Polyester Yarn,1056.0,Toor-Luthra,Lucknow,Uttar Pradesh,India,False,4.0,5,215,7,GMP certified|high grade,2026-03-13T15:52:11.431495,synthetic
PROD-0235,Export Grade Knitted Fabric,Textiles,Knitted Fabric,3168.0,Boase Ltd,Ahmedabad,Gujarat,India,True,4.1,12,14,11,custom size|premium,2026-03-13T15:52:11.431532,synthetic
PROD-0236,Standard Denim,Textiles,Denim,2060.0,Sawhney-Patil,Mumbai,Maharashtra,India,False,3.2,31,418,24,ISO certified|premium,2026-03-13T15:52:11.431570,synthetic
PROD-0237,Standard Silk,Textiles,Silk,502.0,Kata Inc,Kolkata,West Bengal,India,True,4.2,161,468,19,ISO certified|food grade,2026-03-13T15:52:11.431609,synthetic
PROD-0238,Standard Denim,Textiles,Denim,7077.0,Sastry Inc,Rajkot,Gujarat,India,False,4.6,166,90,16,ISO certified|export quality,2026-03-13T15:52:11.431644,synthetic
PROD-0239,Export Grade Polyester Yarn,Textiles,Polyester Yarn,1997.0,Dhingra Ltd,Mumbai,Maharashtra,India,True,4.8,9,368,6,RoHS compliant|CE certified,2026-03-13T15:52:11.431682,synthetic
PROD-0240,Standard Cotton Fabric,Textiles,Cotton Fabric,337.0,"Mannan, Sani and Gour",Mumbai,Maharashtra,India,False,4.7,15,155,11,heavy duty|RoHS compliant,2026-03-13T15:52:11.431725,synthetic
PROD-0241,Heavy Duty Organic Products,Agriculture,Organic Products,8104.0,"Venkataraman, Sabharwal and Bava",Rajkot,Gujarat,India,True,4.2,7,353,10,heavy duty|RoHS compliant,2026-03-13T15:52:11.431778,synthetic
PROD-0242,Standard Spices,Agriculture,Spices,37489.0,Dixit Ltd,Rajkot,Gujarat,India,False,3.2,19,40,8,CE certified|RoHS compliant,2026-03-13T15:52:11.431820,synthetic
PROD-0243,Heavy Duty Spices,Agriculture,Spices,24102.0,Gara-Samra,Bangalore,Karnataka,India,True,3.5,11,132,4,food grade|ISO certified,2026-03-13T15:52:11.431865,synthetic
PROD-0244,Standard Organic Products,Agriculture,Organic Products,5465.0,Wali Inc,Mumbai,Maharashtra,India,False,4.0,11,52,16,RoHS compliant|custom size,2026-03-13T15:52:11.431892,synthetic
PROD-0245,Heavy Duty Pulses,Agriculture,Pulses,12397.0,Tara-Chana,Nagpur,Maharashtra,India,True,3.2,1,83,24,export quality|high grade,2026-03-13T15:52:11.431918,synthetic
PROD-0246,Export Grade Spices,Agriculture,Spices,4818.0,Modi-Raju,Nashik,Maharashtra,India,True,3.2,9,357,18,food grade|RoHS compliant,2026-03-13T15:52:11.431944,synthetic
PROD-0247,Premium Rice,Agriculture,Rice,8655.0,Arora-Patla,Coimbatore,Tamil Nadu,India,True,4.1,45,185,1,BIS approved|export quality,2026-03-13T15:52:11.431968,synthetic
PROD-0248,Standard Agro Equipment,Agriculture,Agro Equipment,6138.0,Ray LLC,Surat,Gujarat,India,True,3.6,10,251,22,organic|export quality,2026-03-13T15:52:11.431995,synthetic
PROD-0249,Export Grade Agro Equipment,Agriculture,Agro Equipment,4948.0,Mand-Iyengar,Nagpur,Maharashtra,India,True,3.9,8,116,9,custom size|ISO certified,2026-03-13T15:52:11.432018,synthetic
PROD-0250,Export Grade Spices,Agriculture,Spices,2659.0,Jhaveri-Patil,Bangalore,Karnataka,India,False,4.2,40,420,17,BIS approved|high grade,2026-03-13T15:52:11.432067,synthetic
PROD-0251,Heavy Duty Organic Products,Agriculture,Organic Products,7207.0,"Nayak, Natt and Verma",Nagpur,Maharashtra,India,True,4.8,48,462,17,RoHS compliant|custom size,2026-03-13T15:52:11.432114,synthetic
PROD-0252,Standard Agro Equipment,Agriculture,Agro Equipment,1602.0,Dhaliwal and Sons,Nagpur,Maharashtra,India,False,4.6,5,350,14,premium|GMP certified,2026-03-13T15:52:11.432143,synthetic
PROD-0253,Heavy Duty Agro Equipment,Agriculture,Agro Equipment,4902.0,Sarin LLC,Bangalore,Karnataka,India,False,4.0,54,401,14,export quality|BIS approved,2026-03-13T15:52:11.432169,synthetic
PROD-0254,Premium Pulses,Agriculture,Pulses,7873.0,Mistry-Gulati,Bangalore,Karnataka,India,False,4.1,6,275,12,BIS approved|organic,2026-03-13T15:52:11.432215,synthetic
PROD-0255,Standard Organic Products,Agriculture,Organic Products,7629.0,Mutti Group,Jaipur,Rajasthan,India,True,3.3,41,20,13,CE certified|food grade,2026-03-13T15:52:11.432240,synthetic
PROD-0256,Heavy Duty Spices,Agriculture,Spices,11816.0,Pathak Inc,Ahmedabad,Gujarat,India,False,4.7,9,381,15,RoHS compliant|CE certified,2026-03-13T15:52:11.432266,synthetic
PROD-0257,Export Grade Organic Products,Agriculture,Organic Products,7409.0,Grover-Dixit,Surat,Gujarat,India,True,4.6,157,445,12,ISO certified|high grade,2026-03-13T15:52:11.432292,synthetic
PROD-0258,Premium Pulses,Agriculture,Pulses,3457.0,"Oza, Parikh and Sibal",Ludhiana,Punjab,India,True,4.8,14,189,15,high grade|BIS approved,2026-03-13T15:52:11.432322,synthetic
PROD-0259,Export Grade Spices,Agriculture,Spices,8780.0,"Mangat, Balay and Vala",Nagpur,Maharashtra,India,True,3.4,127,180,12,heavy duty|organic,2026-03-13T15:52:11.432350,synthetic
PROD-0260,Standard Spices,Agriculture,Spices,3910.0,Gola-Andra,Rajkot,Gujarat,India,False,4.6,9,116,22,premium|organic,2026-03-13T15:52:11.432374,synthetic
PROD-0261,Premium Organic Products,Agriculture,Organic Products,7236.0,"Rana, Kale and Malhotra",Nagpur,Maharashtra,India,True,3.3,4,483,10,food grade|RoHS compliant,2026-03-13T15:52:11.432402,synthetic
PROD-0262,Heavy Duty Rice,Agriculture,Rice,5348.0,Johal-Bajaj,Nagpur,Maharashtra,India,True,3.4,8,320,13,custom size|export quality,2026-03-13T15:52:11.432425,synthetic
PROD-0263,Heavy Duty Agro Equipment,Agriculture,Agro Equipment,18293.0,Banerjee Inc,Mumbai,Maharashtra,India,True,3.2,162,134,21,food grade|GMP certified,2026-03-13T15:52:11.432450,synthetic
